开课院系,课程号,课…,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,选课…,课程特色,年级,是否二…,实验…
计算机系,00240013,90,计算机辅助设计技术基础,3,孙延奎,40,40,0,0,4-6(全周),第2-9周…,,,否,实验…,否,,
计算机系,00240042,90,人工智能导论,2,李建民,60,60,0,0,3-6(全周),优先:数…,,2021,否,,否,,
计算机系,00240094,90,计算机组成与系统结构,4,陆游游,60,60,0,0,2-6(全周),,,,否,实验…,否,,
计算机系,00240112,90,下一代互联网,2,崔勇,30,30,0,0,1-6(全周),限:2024…,"新生研讨课;
                
                        文化素质课;
                
                        通识选修课;",2024,否,,否,是,科学课组
计算机系,00240193,90,程序设计艺术和实践,3,邬晓钧,30,30,0,0,(全周),网上不…,实践课,,否,实验…,否,,
计算机系,00240311,90,计算机系统研讨,1,陈文光,30,30,0,0,1-6(前八周),限:2024…,"外文教材，中文为主进行授课(双语课);
                
                        新生研讨课;
                
                        文化素质课;
                
                        通识选修课;",2024,否,,否,是,科学课组
计算机系,00240362,91,计算思维,2,韩文弢,30,30,0,0,2-6(全周),建议大…,"文化素质课;
                
                        通识选修课;",,否,,否,,科学课组
计算机系,00240362,92,计算思维,2,马昱春,30,30,0,0,3-3(全周),建议大…,"文化素质课;
                
                        通识选修课;",2024,否,,否,,科学课组
计算机系,00240401,90,迈向通用的人工智能,1,刘知远,800,800,0,0,(全周),采用全…,,,否,,否,,
计算机系,00740043,91,C++语言程序设计,3,郑莉,70,70,10,10,2-6(全周),,,,是,实验…,否,,
计算机系,00740043,92,C++语言程序设计,3,郑莉,80,80,0,0,3-6(全周),,,,是,实验…,否,,
计算机系,00740043,93,C++语言程序设计,3,李超,60,60,0,0,3-4(全周),,,,否,实验…,否,,
计算机系,00740103,90,操作系统,3,谌卫军,80,80,0,0,1-6(全周),建议修…,,,否,实验…,否,,
计算机系,00740113,90,VC++面向对象与可视化程序…,3,黄维通,90,90,0,0,3-6(全周),,,,否,实验…,否,,
计算机系,00740182,90,并行计算基础,2,薛巍,50,50,0,0,"3-6(前八周),1-6(前八周)",,,,否,实验…,否,,
计算机系,00740262,90,工业数据挖掘与分析,2,徐华,40,40,40,40,1-4(全周),,,,否,,否,,
计算机系,00740282,91,计算机程序设计基础（Pytho…,2,乔林,130,130,0,0,5-2(全周),优先:未…,实践课,2024,否,实验…,否,,
计算机系,00740282,92,计算机程序设计基础（Pytho…,2,乔林,130,130,0,0,5-6(全周),,实践课,,否,实验…,否,,
计算机系,20240023,1,离散数学(2),3,崔勇,130,130,0,0,"1-4(全周),1-3(全周)",优先:计…,,2024,否,,否,,
计算机系,20240023,2,离散数学(2),3,张小平,130,130,0,0,5-2(全周),优先:信…,,2024,否,,否,,
计算机系,20240033,1,数值分析,3,喻文健,140,140,0,0,5-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,20240033,2,数值分析,3,东昱晓,140,140,0,0,3-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,20740063,90,数据库技术及应用,3,李秀,60,60,0,0,"2-4(全周),2-3(全周)",面向…,,,否,实验…,否,,
计算机系,20740073,1,计算机程序设计基础,3,乔林,110,110,0,0,4-2(全周),,,2022,是,实验…,否,,
计算机系,20740073,2,计算机程序设计基础,3,刘洋,110,110,0,0,3-2(全周),,,"2023,2024",是,实验…,否,,
计算机系,20740073,3,计算机程序设计基础,3,谌卫军,120,120,0,0,2-2(全周),,,"2024,2023",是,实验…,否,,
计算机系,20740073,4,计算机程序设计基础,3,黄维通,100,100,0,0,5-2(全周),,,2023,是,实验…,否,,
计算机系,20740073,5,计算机程序设计基础,3,黄维通,100,100,0,0,4-2(全周),,,2024,是,实验…,否,,
计算机系,20740102,1,计算机程序设计基础,2,郑莉,110,110,0,0,2-1(全周),,,2024,是,实验…,否,,
计算机系,20740102,2,计算机程序设计基础,2,郑莉,110,110,0,0,3-3(全周),,,2024,是,实验…,否,,
计算机系,20740102,3,计算机程序设计基础,2,马昱春,60,60,0,0,2-3(全周),基于A…,,2024,是,实验…,否,,
计算机系,20740112,1,数据结构与算法,2,马昱春,90,90,0,0,1-1(全周),限:秀…,,2023,否,,否,是,
计算机系,20740112,2,数据结构与算法,2,韩文弢,100,100,0,0,2-2(全周),修过…,,2024,否,,否,,
计算机系,20740124,0,数据结构与算法,4,邓俊辉,60,60,0,0,"4-6(全周),1-6(全周)",限:未…,,,否,,否,是,
计算机系,20740132,1,计算机文化基础A,2,李秀,60,60,0,0,"1-3(前八周),3-1(前八周)",主要…,,2024,否,实验…,否,,
计算机系,20740132,2,计算机文化基础A,2,李秀,60,60,0,0,"1-1(前八周),2-1(前八周)",主要…,,2023,否,实验…,否,,
计算机系,30240042,1,人工智能导论,2,王宏宁,155,155,0,0,1-4(全周),优先:…,,"2023,2022",否,实验…,否,,
计算机系,30240042,2,人工智能导论,2,艾清遥,155,155,0,0,3-3(全周),优先:…,,"2023,2022",否,实验…,否,,
计算机系,30240163,1,软件工程,3,裴丹,60,60,0,0,2-2(全周),优先:…,外文教材，中文为主进行授课(双语课),2023,否,实验…,否,,
计算机系,30240163,2,软件工程,3,李丹,120,120,0,0,2-2(全周),优先:…,外文教材，中文为主进行授课(双语课),2023,否,实验…,否,,
计算机系,30240192,0,高性能计算导论,2,翟季冬,150,150,0,0,2-4(全周),优先:…,,"2023,2022",否,实验…,否,,
计算机系,30240243,1,操作系统,3,陈渝,80,80,0,0,1-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,30240243,2,操作系统,3,李国良,80,80,0,0,1-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,30240243,3,操作系统,3,任炬,80,80,0,0,1-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,30240343,0,数字逻辑电路,3,赵有健,230,230,0,0,1-2(全周),优先:…,,2023,否,实验…,否,,
计算机系,30240353,0,数字逻辑设计,3,赵有健,30,30,0,0,"2-4(1-10周),2-3(1-10…",优先:…,,2023,否,实验…,否,,
计算机系,30240422,0,数据库专题训练,2,李国良,150,150,0,0,"5-3(1-12周),(13-16周)",优先:…,,2022,否,实验…,否,,
计算机系,30240532,1,面向对象程序设计基础,2,刘知远,120,120,0,0,1-1(全周),优先:…,,2024,否,实验…,否,,
计算机系,30240532,2,面向对象程序设计基础,2,黄民烈,120,120,0,0,1-1(全周),优先:…,,2024,否,实验…,否,,
计算机系,30240532,3,面向对象程序设计基础,2,任炬,120,120,0,0,2-3(全周),优先:…,,2024,否,实验…,否,,
计算机系,30240551,1,数字逻辑实验,1,全成斌,85,85,0,0,5-1(全周),优先:…,实验课,2023,否,实验…,否,,
计算机系,30240551,2,数字逻辑实验,1,全成斌,85,85,0,0,5-3(全周),优先:…,实验课,2023,否,实验…,否,,
计算机系,30240551,3,数字逻辑实验,1,全成斌,85,85,0,0,5-4(全周),优先:…,实验课,2023,否,实验…,否,,
计算机系,30240573,1,网络空间安全导论,3,李琦,130,130,0,0,2-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,30240573,2,网络空间安全导论,3,徐恪,130,130,0,0,1-6(全周),优先:…,,2022,否,实验…,否,,
计算机系,30240604,0,面向计算机科学的离散数学,4,黄民烈,35,35,0,0,"2-2(全周),4-1(全周)",限:计…,,2024,否,,否,是,
计算机系,40240062,0,数字图像处理,2,崔鹏,80,80,0,0,3-3(全周),优先:…,,2022,否,,否,,
计算机系,40240340,1,综合论文训练,15,,240,240,0,0,(全周),限:计…,,2021,否,,否,是,
计算机系,40240340,2,综合论文训练,15,,30,30,0,0,(全周),限:计…,,2021,否,,否,是,
计算机系,40240340,3,综合论文训练,15,,35,35,0,0,(全周),限:信…,,2021,否,,否,是,
计算机系,40240392,0,多媒体技术基础及应用,2,孙立峰,60,60,0,0,2-3(全周),优先:…,,2022,否,,否,,
计算机系,40240412,0,数字系统设计自动化,2,周强,40,40,0,0,2-6(全周),优先:…,,2022,否,,否,,
计算机系,40240422,0,计算机图形学基础,2,胡事民,180,180,0,0,2-1(全周),优先:…,,"2023,2022",否,实验…,否,,
计算机系,40240443,1,计算机系统结构,3,汪东升,80,80,0,0,4-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240443,2,计算机系统结构,3,李兆麟,80,80,0,0,4-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240443,3,计算机系统结构,3,张广艳,80,80,0,0,4-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240452,0,模式识别,2,陶霖密,60,60,0,0,"5-4(前八周),2-1(前八周)",优先:…,,2022,否,,否,,
计算机系,40240492,0,数据挖掘,2,李涓子,80,80,0,0,4-1(全周),优先:…,,"2021,2022",否,实验…,否,,
计算机系,40240513,1,计算机网络原理,3,崔勇,80,80,0,0,3-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240513,2,计算机网络原理,3,LI ZON…,80,80,0,0,3-2(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240532,0,机器学习概论,2,张敏,120,120,0,0,1-4(全周),优先:…,,"2021,2022",否,实验…,否,,
计算机系,40240702,0,以服务为中心的软件开发设…,2,唐杰,70,70,0,0,1-1(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240882,0,计算机网络专题训练,2,杨芫,70,70,0,0,"4-1(1-2周),(3-16周)",优先:…,实验课,2022,否,实验…,否,,
计算机系,40240892,0,现代密码学,2,于红波,90,90,0,0,3-3(全周),优先:…,,2022,否,实验…,否,,
计算机系,40240902,90,人工智能技术,2,马少平,30,30,0,0,3-2(全周),,,,否,实验…,否,,
计算机系,40240963,0,量子计算研讨课,3,季铮锋,70,70,0,0,"2-4(全周),2-3(全周)",优先:…,,2023,否,,否,,
计算机系,40240982,0,深度学习及金融数据分析,2,胡晓林,30,30,0,0,4-6(全周),优先:…,外文授课比例≥50%(双语课),"2021,2022",否,,否,,
计算机系,40241003,0,理论计算机科学导论,3,季铮锋,70,70,0,0,3-6(全周),优先:…,外文教材，中文为主进行授课(双语课),2023,否,,否,,
计算机系,40241022,0,高性能计算专题训练,2,韩文弢,30,30,0,0,3-4(全周),优先:…,实验课,2022,否,,否,,
计算机系,40241052,0,人工智能安全与治理技术前沿,2,崔鹏,80,80,0,0,2-6(全周),优先:…,,2022,否,,否,,
计算机系,40241062,0,搜索与推荐技术基础,2,艾清遥,75,75,0,0,1-3(全周),优先:…,外文教材，中文为主进行授课(双语课),2022,否,,否,,
计算机系,60240063,0,微型计算机系统接口技术,3,周悦芝,0,0,30,30,"2-4(全周),2-3(全周)",,,,否,,否,,
计算机系,70240033,0,人工智能原理,3,刘洋,0,0,70,70,2-6(全周),,,,否,,否,,
计算机系,70240063,0,分布式数据库系统,3,冯铃,0,0,35,35,"2-4(全周),2-3(全周)",,,,否,,否,,
计算机系,70240073,0,智能控制,3,邓志东,0,0,40,40,"2-4(全周),2-3(全周)",,,,否,,否,,
计算机系,70240083,200,计算机视觉,3,袁春,0,0,30,30,"1-4(全周),1-3(全周)",限:深…,外文授课比例≥50%(双语课),,否,,否,是,
计算机系,70240093,0,数据安全,3,于红波,0,0,50,50,4-2(全周),,,,否,,否,,
计算机系,70240103,0,知识工程,3,李涓子,0,0,60,60,3-2(全周),,,,否,,否,,
计算机系,70240103,200,知识工程,3,郑海涛,0,0,20,20,"3-1(1-12周),3-2(1-12周)",限:深…,外文授课比例≥50%(双语课),,否,,否,是,
计算机系,70240133,0,多媒体计算机技术,3,孙立峰,0,0,30,30,"3-4(全周),3-3(全周)",,,,否,,否,,
计算机系,70240183,0,计算几何,3,邓俊辉,0,0,30,30,3-2(全周),,,,否,,否,,
计算机系,70240193,0,算法与算法复杂性理论,3,武永卫,0,0,120,120,2-2(全周),,,,否,,否,,
计算机系,70240413,0,统计学习理论与应用,3,朱军,0,0,110,110,3-2(全周),,,,否,,否,,
计算机系,80240113,200,面向对象技术与应用,3,郑海涛,0,0,100,100,"7-1(3-4周),5-4(3-4周),…",限:工…,,,否,,否,是,
计算机系,80240133,0,现代优化算法――设计与实践,3,董社勤,0,0,50,50,1-6(全周),,,,否,,否,,
计算机系,80240153,0,计算科学与工程中的并行编…,3,甘霖,0,0,30,30,1-2(全周),,,,否,,否,,
计算机系,80240262,0,信息检索的前沿研究,2,张敏,0,0,40,40,1-3(全周),,,,否,,否,,
计算机系,80240303,0,网络存储技术,3,陆游游,0,0,30,30,3-6(全周),,,,否,,否,,
计算机系,80240352,0,计算机网络安全技术,2,刘保君,0,0,20,20,1-6(全周),,,,否,,否,,
计算机系,80240362,0,计算机网络管理,2,王继龙,0,0,40,40,2-3(全周),,,,否,,否,,
计算机系,80240533,0,人机交互技术,3,王运涛,0,0,40,40,"3-4(全周),3-3(全周)",优先:…,,,否,,否,,
计算机系,80240563,0,下一代互联网,3,李丹,0,0,40,40,"1-4(全周),1-3(全周)",优先:…,全外文授课,,否,,否,,
计算机系,80240573,0,Web与信息检索,3,张敏,0,0,40,40,"2-4(全周),2-3(全周)",优先:…,全外文授课,,否,,否,,
计算机系,80240593,0,计算机图形学基础,3,刘永进,0,0,40,40,1-2(全周),优先:…,全外文授课,,否,,否,,
计算机系,80240613,0,分布式系统导论,3,章明星,0,0,40,40,5-2(全周),优先:…,全外文授课,,否,,否,,
计算机系,80240632,0,大数据分析与处理,2,朱文武,0,0,85,85,1-6(全周),,全外文授课,,否,,否,,
计算机系,80240663,0,高级网络管理,3,裴丹,0,0,30,30,3-2(全周),优先:…,全外文授课,,否,,否,,
计算机系,80240673,0,大数据分析与内存计算,3,李国良,0,0,100,100,5-2(全周),,,,否,,否,,
计算机系,80240683,0,数据可视化,3,张松海,0,0,100,100,1-2(全周),,,,否,,否,,
计算机系,80240683,200,数据可视化,3,陈鑫磊,0,0,25,25,4-2(全周),限:深…,,,否,,否,是,
计算机系,80240703,0,高级算法设计与分析,3,CHEN T…,0,0,30,30,1-2(全周),,,,否,,否,,
计算机系,80240743,0,深度学习,3,胡晓林,0,0,50,50,4-2(全周),优先:…,全外文授课,,否,,否,,
计算机系,80240763,0,自然语言处理,3,刘知远,0,0,60,60,2-2(全周),优先:…,全外文授课,,否,,否,,
计算机系,80240802,0,大模型与生成式人工智能,2,刘洋,0,0,100,100,4-6(全周),,,,否,,否,,
计算机系,80240813,0,具身智能,3,刘华平,0,0,40,40,3-6(全周),,,,否,,否,,
计算机系,80248033,200,密码学与网络安全,3,王兴军,0,0,30,30,1-2(全周),限:深…,,,否,,否,是,
